"ID";"lematized text";"Nick";"URL";"Date";"Time";
"53";"мосвписка статистик зарегистрировать пользоваться предложение поиск ожидать модерация полный процедура вписка конец очередь приезжать работа волонтер приезжать паб компания отличие временить уделять модерация заявка способ защищать сторонник проблема мошенничество обман модерировать предложение квартира критерий определяться команда заявка принимать предложение достаточно легкий договариваться нахаживать общий язык друг друг история приезжать помогать штаб куб история наполнять смысл знаменский дания хэлп владимир пользоваться мосвпиской приезжать москва деньга бесплатно агитировать куб хотеться легитимный полиция считать поработать поддержка алексей право спрашивать исполнение обещать добавлять проживание проблема жить молодая паб отличие ладонь дания приезжать суббота утро штаб дания жить швейцария терять рассказывать интересоваться политика переедание швейцария посмотреть жить хороший корявый обидно перевести проблема родиться дом дания констатировать швейцария принимать влиять страна дом цитировать квартира мебель расставлять решать метро референдум котор запрещать мечеть страивать проголосовать референдум проведение зимний олимпийский игра страна высказываться огромный траур бюджет плохо экология швейцария принимать решение влиять повседневный жизнь естественный твиттера teamnavalny сначала останавливаться старое знакомая неудобно знакомая поддерживать связи время мосвписка готовый принимать гость начало искать вписка вторник находить суббота приезжать принимать отличие приезжать ложиться спать пойти штаб отправлять куб помогать штаб офис приезжать неделя следовать воскресение мосвписка работать пользоваться приезжать работать mosvpiska navalny навальный дом красное зарегистрироваться дом марьино круто наблюдать соседний дом подъезд постепенно сопротивление существовать стоить запускать дом соседство жить готовый тратить минута борьба режим статистик зарегистрировать указывать адрес захватывать дом хороший приходить регистрироваться navalny москва дом сидр добро захватывать горин ближний время выдавать задание скорость частить обещать отнимать временить рассказывать газета простой поговорить друг правда полиция выбор спрашивать обсуждать разный бытовой вещий тип маникюр рыбалка теория страна машин тайна жизнь звезда немного поболтать выбор мэр особенный справляться почувствовать затруднение приготавливать примерный текст помогать разговор время попросить обращать связи поговорить заходить navalny присоединяться участвовать интересный высокотехнологичный кампания ";"logik_logik";"http://navalny.livejournal.com/840113.html";"19.08.2013";"1:26:00";
"54";"арконавтыoriginally арконавтыинтересно гипнотизировать башкирский слово аркаим выглядеть день выглядеть отсек комната общий площадь поселение футбольный величественный дворец храм мраморный колонка полуземлянка страна мастерство выделка шкура поселение эпоха среднее бронза южный урок раскапывать везти аркаиму ельцинский фрики наука возможность публиковать бредень пускаться буйный плюс отыскивать атлантида степь маш прародина русич заратустричей поседеть задорный брат старое государственный интересный памятник археология могучий цивилизация поселок существовать течение объективно тянуть запись livejournal ";"skurlatov";"http://skurlatov.livejournal.com/2241762.html";"25.08.2013";"0:35:00";
"55";"блогера семья чота строгий пробалтываться поясница питаться коммерсант сутки сидр двор блогера обязательно понадобиться уметь готовить заполнять квитанция семья уточнение сытый блогера заполнять квитанция семья меньший степень втора вопрос блогера дитя решать ида работа диагональ бежать любимая ребенок прыгнуть шея случайный счастливо момент ребенок периодически идеал верещать соседний комната мультик название выговаривать мешать отец втыкать клавиатура домашний компьютер устраивать младший удерживаться показывать фотография регулярно простой написать песок родить близкий свихиваться крутить палка виска компания бормотать прифренде одобрять увлечение читать вести ревновать читаемый читательский вздумать соврать юзерпике написать ";"tiina";"http://ljpromo.livejournal.com/308302.html";"23.08.2013";"23:12:00";
"56";"источник поддерживать автор добавлять друг ";"pryf";"http://pryf.livejournal.com/3381628.html";"21.08.2013";"0:14:00";
"57";"золотой зуб фальшаком диагноз братский могилыпредставляю документ внутренний документооборот гулаг находить архив документ публиковаться документ опись секретный фото государственный архив российский федерация перепосты повод массовый захоронение умерший заключать нескольких трус могила граф белая источник рф источник рф лагерь вводить правило источник рф фальшаком диагноз источник рф золотой зуб источник рф опись источник рф ";"n_nastusha";"http://n-nastusha.livejournal.com/563059.html";"21.08.2013";"15:21:00";
"58";"00000 ";"lvoropaeva";"http://lvoropaeva.livejournal.com/9194225.html";"24.08.2013";"16:06:00";
"59";"замер гохостервитц hochosterwitz средневековый замер каринтия auml rnten область австрия замер располагать доломитовый скал высота восход горин санкт факт солнечный погода расстояние наиболее красивый замковый прекрасный страна замер грозить достаточно попадать внутрь необходимо ворот принимать участие борт действие доходить неизменный упоминание замер называться асторвица astorwiza наименование словенский происхождение восходить временить славянский княжество карантания ядро находиться территория современный каринтия бернард спанхейм герман каринтия передавать род остервиц osterwitz наследственный должность виночерпий герцогский двор век представитель семья остервиц пленять время турецкий набег каринтия скончаться плюс оставлять наследник результат замер переходить владимир герман каринтия император священный римская империя фридрих начало век император фердинанд передавать гохостервитц наместник каринтия кристоф кевенхюллеру christof khevenhuller наследник приобретать цитадель замер сильно укреплять замер цена отражение турецкий вторжение построить квадратный донжон терять круглый башка угол крепостная стая время построить знаменский ворот арсенал результат работа фортификационный сооружение замер превосходить современный анализ длина подкуп цитадель замер составлять век значительный усовершенствование архитектура гохостервитца вноситься замер временить собственность род кевенхюллеров замкимира рф история замер неприятный наиболее близкий взятие замер время правление маргарит тирольский гохостервиц замковый удаваться контузия причина маргарит останавливать кампания завоевание каринтия ";"gopnikda";"http://banallex.livejournal.com/1073552.html";"21.08.2013";"18:03:00";
"60";"надеяться полететь быстрый алгоритм сортировка дат сдача январь автор реферат ивашенцова оценка реферат страница понравиться щолкова шаурова апексинов минцлова жуховский колтубановский алхан ключищи куженер волотовский акнада вахрушев виллози катангский кликун зеленоборский гаврилов-ямский гайский александровская краснооктябрьский иртышский заларинский катайский веселовка зверево гребенской верхнечусовский городец коммунарка головчино краснослободск великолукский белоусово калманский кисляковская калининград заозерный елецкий витас богатый дмитровский камызякский вольский курить суетка киргиз-мияки крутить высокогорский валуйки грабовый абакан кангалассы балтийский еманжелинка когалым заводский кыштым кайбицкий восточный окр курманаевка дукат кетченеры дедовск курсавка курчатовский бетьки вуктыл верещагино караван валдайский каргала куменский куюргазинский ельцовский колюбакино каменский куб кран владимиро александровская кесов ";"tigr74f";"http://tigr74f.livejournal.com/15408400.html";"23.01.2013";"10:42:00";
"61";"немного усложнять формула ";"voxpop_66";"http://voxpop-66.livejournal.com/440790.html";"21.08.2013";"17:01:00";
"62";"задание кремль помогать земной осваивать русский язык слово мафия продавать эйфелев башка ролексы евро поддерживать автор добавлять друг ";"salatau";"http://nikitskij.livejournal.com/266950.html";"24.08.2013";"21:43:00";
"63";"volksverhetzung soldaten terroristen bezeichnet mit dieser frage das landgericht passau kommenden mittwoch befassen angeklagt eine hausfrau aus passau serbien geborene ihrem facebook auftritt das bild eines toten kindes vor ein solvin mit maschinenpistole kniet gepostet darunter kann englisch das zitat soldaten mike prysner lesen uns wurde gesagt dass wir terroristen bek auml mpfen wirkliche terrorist ich uns wahre terroristen diese besetzung новость степень удивлять попросить уважаемый pietari spb первоисточник очередь удивлять неприятно основание первоисточник прогонять немецкий дружить гугль случай переговаривать гейр разумный жить убеждаться зреть короткий некать немец сербский боснийский албанский происхождение размещать мусульманка палестинский видеоролик частность мелькнуть израильский флис вставлять фотошоп свастика естественный гость шокировать активный еврейский организация наступать фрау привлекать использование символика запрещать германий антиконституционный организация понятный свастика строгий штраф светлый катушка ход судейкин расследование выясняться виновный крамольный клюв размещать фотография джа присаживаться ряд убивать местами мальчуган настораживать судья картинка истолковывать добрый янка оказывать бедняжка обходиться роковой сыграть украшать фотография фраза бородино террорист террорист реальный террорист оккупация принадлежать американский ветеран прайснеру запах старое опасный пропагандист вводить пагубный сомнение доверчивый молодежь короткий совокупность хватать фрау правда домохозяйка минимальный юридический багаж выстраивать линия оборона признавать свастика маш остальное виноватый свобода слово суп считать довод неубедительный указывать виновный закон экстрасенс присуждать выплачивать солидный штраф постанавливать вносить имя список список додумывать ";"putnik1";"http://putnik1.livejournal.com/2358518.html";"19.08.2013";"19:42:00";
"64";"интересно плохо житель гомофил россия гомофил запах соображение общий характер допускать договариваться гомофилия вариант норма процесс особый прирост предназначать соитие частность эволюция держать рукав паб паб шестерка маленький пригождаться исходить пункт договариваться общий масса присутствовать вариант норма модус операция категорически неприемлемый биологический уровень плохо мысль рвать тянуть иррациональный состояние боязнь непреодолимый брезгливость мышь иррациональный помнить друг рукав эволюция гомофил понадобиться далекий будущее существовать пофиг мышь налицо биологический конфликт разрешение разумно принимать разводить непримиримый угол позаботиться маленький соприкасаться показывать опыт неразумно туповато медленно реагировать плохо осмысливать просмотр занимать самостоятельный позиция пытаться поддерживать убедительно вопрос производить выразительный жена возникать положительный обращать связи процесс вразнос абсурд накапливаться исходить перечисленный следовать добиваться уравнивание гомофил гомофил право выражение мысль отстаивание позиция внутренний международный уровень получаться двойной бухгалтерия дискриминация физиологически обуславливать критерий ограничение свобода слово запирать профессор меньшинство общий прошлый неделя представитель елена исинбаева друг гей ";"urus_hay";"http://urus-hay.livejournal.com/314418.html";"19.08.2013";"8:39:00";
"65";"военный суп штаб мэрилэнд приговаривать брэдли мэннинга лишение свободысудья денис оглашать приговор рядовой брэдли мэннинга суп признавать виновный пункт шпионаж крайн секретный материал компьютерный мошенничество военный преступление солить армия сша осуждать тюремный заключение afp объявление окончательный приговор военный бан фото мил штаб мэрилэнд собираться немного выступать поддержка брэдли мэннинга сравнение сторонник заседание суп срок тюремный заключение мэннинга вычесть день связи судья признавать факт жестокий обращение рядовой протяжение месячный пребывание военный тюрьма арест распоряжение wikileaks попадать одновременно тыс документ принадлежать пентагон госдепартамент сша момент массовый утечка информация сталкиваться правительство сша мил показывать кадр атака американский военный вертолет ирин результат погибать двор журналист личность розоблачителя вскоре устанавливать рядовой сухопутный войска сша брэдли мэннинг служилый аналитик военный разведка ирин солить арестовывать мэннинг находиться тюрьма ожидание суп процесс день рядовой брэдли мэннинга обвинять пункт частность шпионаж пособничество крайн секретный общий сложность солить грозить лишение свобода рассчитывать смягчение приговор мэннинг признавать виновный пункт обвинение разоблачитель отвергать серьезный пособничество информация wikileaks заявлять решать обнародоваться документ мнение американский гражданка право произвол американский военный ирин афганистан сторона обвинение правительство сша утверждать утечка документация наносить ущерб национальный безопасность поставлять угроза жизнь американский солить результат суп признавать брэдли мэннинга виновный пункт частность пункт обвинение шпионаж пункт обвинение крайн секретный материал компьютерный мошенничество военный преступление совокупность пункт обвинение мэннинга грозить тюремный заключение судейкин процесс переходить факт вынестись приговор судья выслушивать показание свидетель сторона защита сторона обвинение адвокат мэннинга суп доказательство невиновность подзащитная защищать рассказывать брэдли мэннинг годуоб случай качество аналитик армейский разведка командование игнорировать личной проблема молодая военнослужащий август брэдли мэннинг извиняться правительство сша жалоба причинять жалоба причинять соединенный штаб извиняться неожиданный результат действие терять научный мэннинг помогать старое ";"karhu53";"http://abd56.livejournal.com/6171844.html";"21.08.2013";"17:36:00";
"66";"очередной подборка народный креатива добавлять друг взаимофренд ";"zezyaa";"http://zezyaa.livejournal.com/2731493.html";"21.08.2013";"16:05:00";
"67";"воскресение время находить друг поделиться комментах новинка неделя познакомиться герой рубрика пиво фотограф гость слово здравствовать действовать технический специалист область электротехник фотограф любитель любить активный действие поход палатка велосипед командование география путешествие средненький украина сибирь татарстан германий китай расширять снимать canon nokia велобродилок прогулка горин сумка командование охранный объект незаменимый журнал журнал быстро графоманства фотоблогом читать здоровый добавлять френды основное читать фотоблоги познавательный новость мил наука прирост техник поход змиевские круто восход солнцадрузья продолжение покадить снимка захватывать дух природный полотнище туманный рассказ змиевские круто донор закон место восход туманный страна круто забрезжить солнышко почесть туманный государство драматический деревня речка дерево луи замечательный рассказ змиёвских круто напоследок бонус панорама круто высокий разрешение забывать подружиться ";"dro63";"http://grimnir74.livejournal.com/1435797.html";"25.08.2013";"13:01:00";
"68";"вечер фотография воскресный рассказ панорамку склеивать разбивать остальное кадр выбирать обрабатывать частый явление съемка рассказ пейзажист спонтанно увидеть загораться поехать аккумулятор сдохнуть процесс объедать макро начало сбоить ход пробегать искать подходить ракурс хороший туман забор увидеть прекрасно получаться повод приезжать использовать съемка стандартный сочетание конвертрора мгновение солить горизонт немного снимать уровень ровень туман получаться противоположный чторону вечер снимать окно ехать машин солить подниматься картинка почесть цветной очередь двинуться образец досылать завтракать ";"torchuck";"http://torchuck.livejournal.com/135744.html";"19.08.2013";"13:23:00";
"69";"четверо компания comcon опубликовывать еженедельный рейтинг кандидат мэр москва время опрос расклад поменяться существенно крайний предыдущий неделя отличный начало люто старое читать левада вциом компания comcon решать заходить компания познакомиться писать компания специализироваться изучение предполагать мотивация потребовать пострелять сегментация поиск рыночный возможность проводить тестирование рекламный концепция бренд продукт упаковка кликун крупный российский международный компания synovate comcon располагать портфель собственный регулярный исследование охватывать огромный товарный категория бренд внимание вопрос отношение выбор москва коммерческий компания компания ориентировать получение прибывать день сомнение легальность проводить мероприятие слово право компания проводить социологический опрос обращаться законодательство рф выбор референдум старое опрос общественный мнение подружка прочитывать выбирать наиболее интересовать неуказание публикация сми результат опрос реквизит указанный комментировать пункт ненужный текст влечь административный ответственность старое рф пункт опубликование обнародование результат опрос общественный мнение связанный выбор референдум редакция средства массовый информация гражданка организация публиковать обнародующие результат обязанный указывать организация проводить опрос время проведение число опрашивать выборка метро сбор информация регион проводиться опрос формулировка вопрос статистический оценка возможное погрешность заказывать заказывать проведение опрос оплачивать оплачивать указанный публикация обнародование первоисточник опубликовывать рейтинг навальный замечать хватать формулировка вопрос заказывать оплачивать проведение обнародование вопрос emsp внимание вопрос выгодный публикация результат оплачивать компания comcon вброс напоминать материал выхаживать заголовок comcon рейтинг навальный приближаться изучение материал бросаться глаз фраза еженедельно опрос принимать участие москвич старший погрешность оценка процесс plusmn сбор проводиться метро телефонный опрос мэрия москва работать смог опубликовывать материал заголовок собянин поддерживать москвич ";"mari_ya_77";"http://zaeiriwka.livejournal.com/93360.html";"20.08.2013";"17:02:00";
"70";"трехцветный качество официальный символ рсфср борис ельник решение замечать красное советский флис трехцветный принимать поражение гкчп август подымать белая дом декабрь триколор заветный кремль российский власть использовать белая син красное флис век царь алексей михайлович трехцветный штандарт подымать корабль история отечественный флис орех пена велик россия располагать мощный военно-морской сидр судья страна заходить иностранный вскрываться курить связанный российский флис рубль принимать голландский русский морда время временить приходиться отдуваться нидерландец протяжение век триколор символ россия старое окончательный признание император александр отказываться традиционный преемник александр поспешный решение отмечать официальный старое триколор россия страна вступать мировой война российский флис переофор голубой полный национальный потеснить синий последствие приводить ясный конец время бросать россия флис голова полный подхватывать африканский государство азания непризнанный страна территория сомали активно использовать старое стая рф ";"nikitin_anton_4";"http://nikitin-anton-4.livejournal.com/224080.html";"20.08.2013";"13:02:00";
"71";"делиться разработка мероприятие управление персонаж предприятие торговля дат сдача январь автор реферат милославов оценка реферат страница понравиться офис меньший кибер денисенков хромов ерцево верхний баскунчак восточный измайлово кировский аннино абинский кишертский горбатовка елизаветинский волгодонск большевик базарный сызган ерцево анастасиевский заводский высокогорский крутой горин ельцовский бачатский кировский гусиный заболотовка копейка барышево кудиново кавказский кизилюртовский березовый воткинский авдон ертарский ванинский дубровка выгодный весьегонск дзержинск гайны венгеровский алхан юрт баргузин баргузин зырянка катушка касимовский армань внуково красное волга колосовка володарский береза арзгир булунский горшеченский ижора азовский абзелиловский аксубаевский бесскорбная кочубеевский комсомольский великодворский красненский воткинск бородин кузьминка дровяной баксаненок гавриловка луи кунашак кукуштан вахитовский красноармейский кевсала бийск ";"tigr74f";"http://tigr74f.livejournal.com/16718410.html";"26.01.2013";"1:18:00";
"72";"день фотографировать виновный френдессы старший сын увлекать рисование виноградный серый натиск разный натуральнее виновный приз прудить знакомить виноградный старое древние сорт кран шашла шасла трудно находить неприглядный мелочь ягодка пользоваться популярность утерять промышленный вырубка виноградный антиалкогольный закон горбачев переставать кануть лен дом встревать народ удивляться раритет удовольствие пробовать вкус детский подходить дом грозд свисать дорогой зреть хороший опылитель задерживаться немудрено земля хозяйственный смысл слово прикасаться двадцать шашла жить дикорастущий растение опыт вырождаться знакомить виноградный излишний пафос виновный серьезный маленький петровна вырастать атмосфера огромный почтение виноградарство рулить аристократический дед аристократический бабка время резкий куб добывать дрова зим варить варение дрючить воспитанный заниматься жизнеобеспечивающим дед мужчина время народ склонясь глобальный занятие помнить дедушка собираться обед пойти изучать проблема пожелтение листок шашла кабинет обязываться вести тихий задавать глупый вопрос срисовывать шашла книжка ложиться спать день еее листать кутить старое справочник книга сверять пожелтение тетрадка садовый работа статистик радоваться досмерти принудительно спать срисовывать шашла талант частить рисование кабинет летний домой дедушка жить кабинет название шашла рисование обращать внимание грозно тяготеть прямоугольный форум грозно особо показательный важный признак сорт поехать далекий шашла достойный эпос виновный номер выглядеть чертовски привлекательно кислый купить гривна рубль базар вести поздний напутствие понравиться выручать логично современный сорт грозно множество покупать дорогой двухлетний черенок следовать виновный втыкать прошлый вести называться подарок запорожье средне поздний продвигать школа советский виноградарство позиционироваться созревать вкус особый почувствовать хороший орошение киска быстро этакий сорт курить гривна называться розовый вкусный понравиться серый выкидывать розовый вкусный грозно тьфу дровяной собираться черенок будущее древность поэма виновный сорт чаек старое время виновный терять вымерзать кран древние ложь огромный толщина сто ложь обпиливать корейко попереть повесить вкусный крупный ягода оса выедать обидно предложение посмотреть ягодка ужалить мерзкий оса момент съемка рассказывать подружка виновный сосед терять осень подарок молдова подарок молдова поздний сосед разный черенок выдавать наудачу честно загибаться виноградный грозно тьфу заниматься наука заплетать путч выглядеть мечта употребление угощать пена способный съедать грозно двор картинка кабанск сон самолет чурчхела изба требовать объем одновременно удобно качественно практично умный технология перерабатывать виновный компот зим дитя пена пиво сладкий сон обычный летний виновный проходить предназначение ";"petrovna_n";"http://petrovna-n.livejournal.com/528427.html";"20.08.2013";"23:43:00";
"73";"00000 ";"viking_nord";"http://viking-nord.livejournal.com/11694668.html";"22.08.2013";"0:07:00";
"74";"очередной шедевр маркетинг ";"fun";"http://fun.livejournal.com/60999.html";"23.08.2013";"16:28:00";
"75";"собачий ошейник шип изобретать древние греция защита собачий горин ошейник собака древние египет богач образ украшать домашний животное роскошный ошейник драгоценный камера носить пер фараон время собачий аксессуар купить множество древние греция ошейник выполнять сугубо утилитарный функция греческий землетряса использовать собака охрана пастбище ферм пер пострелять время регулярный нападение овес скал утаскивать съедать небольшой сторожевой собака граф придумывать шиповать ошейник защищать горин пер волкан зуб собачий доспехи быстро доказывать эффективность травма сторожевой собака существенно сокращаться источник ";"pervakov";"http://pervakov.livejournal.com/3674606.html";"23.08.2013";"19:30:00";
"76";"власть тьфу старое американский автор роберт оскар лопес political problem опубликовывать журнал american thinker август перенос иеромонах макарий маркиша день священный принимать всерьез вести борьба власть тьфу участие движение право ребенок расти семья отец матерь жизнь остерегаться предрассудок детский рита католичество форум теология освобождение исповедовать лесбианка проповедовать мятежный священный участник вооружать борьба центральный америка двенадцать школа север шт нью-йорк окружать расчет открывать подлинный многообразие культура поступать хороший либеральный колледж америка следовать выход книга эллан closing american mike закрепление мысль америка время старое логический раскрепощение мыслить нравственный слепота поясница жизнь прошлый существо повод рассуждать добро зло журнал public discourse беспристрастный оценка общественный движение защита лесбианства педерастия амбисексуализма трансвестицизма lgua маленький хороший движение проблема младенчество воспитываться лесбианства ощущать амбисексуализма умирать старое public discourse август название вырастать общий религиозный осуждение гомосексуализм честной свидетельство ребенок жизнь разваливаться либеральный утопия любить материал отрицать уход отец сожительство женщина протяжение почесть детский причинять глубокий незаживающий идеолог гомосексуализм нелегкий опровергать изрыгать оскорбление адрес написать правда копаться прошлый секунд личной жизнь удаваться выдавать разрушать репутация противень грешить маленький обвинять лицемерие невозможно урок выносить горький детский примерный практик отец решать подведение ребенок испытывать ребенок повторять ошибка отец оставлять младенчество повторять ошибка материал втягивать гомосексуальный переофор котор беззащитный жестокий мил смерть лесбианка разный родиться сиротский родиться гомосексуализм оправдание лишний ребенок отец материал модель мероприятие название однополый родиться поправка использовать ребенок собственный интерес создавать матерь дочка растить хороший хороший миллион эволюция тысяча цивилизация создавать ребенок воспитание опека мужчина женщина взаимный служилый сексуальный сорт отдавать отчет поставлять высокий гомосексуальный полиция далекий личной нравственный император обязанный доносить окружать гомосексуальный лобби требовать ровно противоположный приоритет сексуальный идеология дочь любить дитя происхождение последствие непрерывный цена удар выгодный работа усилие удаваться гомосексуализм вписывать особый список журналистский ответственность противень перекрывать доступ страница массовый газета журнал втягивать водоворот судейкин политическая батайск решение верховный суп отмена акт защита семья допущение однополый брат калифорний однополый брат миннесота франций англия запирать российский дуло усыновление гомосексуализм двадцать потратить карман писатель результат прославляться скандальный персонаж стиль джерри спрингер искать студент родственник колледж гадость выкапывать давным-давно написать роман растаптывать нога называть плохой писатель время народ травить лагерь парус слезоточивый газ рваться атака полицейский брюссель обзывать гадость миннесота писать жалоба заявлять протест закидывать злоба грязь воображение либерал защищать христиан защищать влезать полиция грешить время опасаться отождествлять представляться бог соответственно безрелигиозный либеральный мил услышать озабочиваться соблюдение право слабый уязвимый дитя франций подниматься движение право дитя миллион демонстрант улица парус лидер добиваться право ребенок отец противовес требование гомосексуализм предоставлять дитя собственность лидер французский движение защита семья mango post демонстрация добиваться религиозный символ исчезать связи христианский представляться слабый место атеистический самоцензура приводить поражение социалистический правительство президент франций олланда обращать внимание протест узаконивать усыновление гомосексуализм прежний гарантия запускать снабжение лесбианка консервированный сперва очередь суррогатный материковый педерсен государственный счет нежелание показываться вспоминать бог увидеть реальный зло активность противень следствие сидр расстрел слабость сражаться древние змий котор писание слово екклезиаст солить обращать обязанный помнить похожий смысл заключать вопрос бог измученный иов мышца господин глаз возгремиши сильно сильно призывать смочь удерживать америка кран пропасти тащить обама либерал глядеть однополый родиться пожирать страна страна священный право екклезиаст предвидеть божий слово иов вести борьба власть тьфу политическая гомосексуализм отказываться христос заповедовать жить прихоть мил закон любить бог отдавать сын крест свободный рабство граф средства претензия гомосексуализм самоопределение физиологический отправление личной бессмертие покупка дитя примирение идеология гомосексуализм предательство бог самоосуждение вечность любить ненависть обращать священный борт кричать страница власть тьфу возможное правда сидр бог различение добро зло отвага обнаруживать зло вести бог отвечать вопрос думаться отвечать eparhya blogspot blog post наводка nebosvodtat ";"tanya_mass";"http://tanya-mass.livejournal.com/1199751.html";"25.08.2013";"22:02:00";
